,sytoxG_t0,sytoxG_t2,sytoxG_t4,sytoxG_t6,sytoxG_t8,sytoxG_t10,sytoxG_t12,sytoxG_t14,sytoxG_t16,sytoxG_t18,sytoxG_t20,sytoxG_t22,sytoxG_t24,sytoxG_t26,sytoxG_t28,sytoxG_t30,sytoxG_t32,sytoxG_t34,sytoxG_t36,sytoxG_t38,sytoxG_t40,sytoxG_t42,sytoxG_t44,sytoxG_t46,mean,min,max,AUC_trapezoidal_integration,time_to_max,time_to_min,delta_min_max,delta_start_finish,most_positive_slope,time_to_most_positive_slope,most_negative_slope,time_to_most_negative_slope
Salicylanilide,75.18384,75.64793,51.51485,45.94568,56.61993,70.07877,96.06824,104.422,125.7705,131.3397,156.8651,203.7389,247.8282,277.9946,304.4482,328.1171,344.3605,331.3658,302.5917,282.1714,258.0384,239.0103,233.4412,220.9105,190.1447225,45.94568,344.3605,8830.85233999999,32,6,298.41482,145.72666,23.4369,21,-14.38705,35
NU6027,55.69173,53.83534,56.61993,54.29944,57.08403,59.86861,64.04549,71.93516,85.85809,98.38873,117.8808,156.8651,201.4184,241.3308,264.0716,269.1767,280.7791,269.6408,265.928,247.3641,247.8282,252.9333,251.541,254.3256,165.779585416667,53.83534,280.7791,7647.40277,32,2,226.94376,198.63387,22.27665,23,-9.28194999999999,37
Ethacridine.lactate.monohydrate,78.89662,83.5376,138.3011,214.4132,288.6688,362.9245,416.7598,456.2081,478.0207,501.2256,519.7895,540.6739,554.1328,581.0504,607.9681,638.5985,659.947,683.1519,701.2517,735.1309,751.8384,777.3638,791.2867,810.7788,515.496600833333,78.89662,810.7788,23854.16142,46,0,731.88218,731.88218,38.05605,5,2.32049,1
PYR.41,65.43778,72.86335,69.61466,67.75828,65.43778,69.61466,75.64793,83.5376,91.42726,110.4553,134.5883,179.6058,222.7669,260.3589,290.9893,293.3098,302.1277,283.5638,274.7459,280.3151,262.6794,256.182,237.154,221.3746,177.981504166667,65.43778,302.1277,8256.29982,32,0,236.68992,155.93682,22.50875,21,-9.51400000000001,43
Isosorbide,77.96842,79.36072,67.75828,57.54812,56.61993,79.82481,103.0297,99.78102,108.1348,118.809,142.0139,176.8212,206.5235,224.1592,252.0051,249.2205,254.7897,237.6181,227.4079,223.231,207.9158,201.8825,200.9543,193.5288,160.2877625,56.61993,254.7897,7422.31538,32,8,198.16977,115.56038,17.40365,21,-8.58580000000001,33
CFTRinh.172,66.36598,73.32745,61.725,56.61993,58.01222,77.04023,102.5656,111.3835,122.0577,133.1961,150.3677,187.0314,225.0874,239.4744,247.3641,243.6513,249.2205,253.3974,252.4692,243.6513,230.6566,218.59,219.0542,211.6286,168.080742083333,56.61993,253.3974,7789.88104,34,6,196.77747,145.26262,19.028,23,-6.49735,39
Dirithromycin,59.40451,59.40451,51.05075,61.26091,98.38873,141.0857,167.0752,167.5393,166.6111,169.3957,188.8878,203.7389,216.7337,254.7897,288.2047,308.1609,316.9788,325.7966,319.7634,297.4867,266.8562,253.8615,250.1487,241.7949,203.100787916667,51.05075,325.7966,9447.63841000001,34,4,274.74585,182.39039,21.348485,9,-15.31525,39
LY2835219,51.51485,51.05075,45.48158,48.73027,58.01222,76.11204,81.68121,87.25038,87.25038,96.99644,98.85282,101.1733,100.7092,106.7425,116.4885,140.1575,150.3677,168.0034,197.7056,217.6618,237.6181,262.2152,288.2047,323.0121,133.041355833333,45.48158,323.0121,6011.45813,46,4,277.53052,271.49725,17.4037,45,-2.784585,3
Erythritol,52.90715,57.08403,63.1173,61.725,70.07877,93.74775,109.063,129.0192,135.0524,149.9036,182.3904,243.1872,288.6688,310.0173,309.5532,323.0121,325.7966,340.1837,330.9017,314.1942,303.5199,300.2713,288.2047,274.2818,210.6617125,52.90715,340.1837,9784.57324999999,34,0,287.27655,221.37465,30.3984,21,-8.35374999999999,37
I.BET.762,55.69173,63.1173,58.47632,59.40451,73.32745,90.49906,91.89136,103.9579,114.6321,148.0472,192.1365,241.3308,292.8457,354.1066,422.7931,480.8053,543.9226,596.8297,634.8857,665.9803,694.2903,715.1747,730.954,746.2692,340.47372625,55.69173,746.2692,15540.77793,46,0,690.57747,690.57747,34.34325,27,-2.32049,3
Zoxazolamine,68.68647,70.07877,70.07877,71.93516,79.82481,103.9579,122.0577,125.7705,131.8038,143.4062,182.3904,240.4026,290.9893,328.5812,352.2502,362.4604,358.2835,381.4884,377.7756,356.8912,343.8965,320.6916,301.1995,286.8124,227.988036666667,68.68647,381.4884,10587.92689,34,0,312.80193,218.12593,29.0061,21,-11.60245,41
OAC1,73.32745,72.39925,69.61466,64.97369,66.36598,85.39399,106.7425,115.0962,121.5936,140.6216,169.3957,205.1312,243.1872,263.1434,292.3816,303.0558,296.0944,290.5252,287.2765,277.0664,265.928,255.7179,238.0822,233.9053,189.042488333333,64.97369,303.0558,8766.80669,30,6,238.08211,160.57785,19.028,23,-8.81784999999999,43
Sodium.ascorbate,56.61993,62.1891,58.47632,58.01222,64.04549,88.17857,111.8476,118.809,118.809,145.7267,183.7827,228.3361,260.8229,284.956,303.0558,306.7686,310.0173,310.0173,310.9455,302.5917,284.0278,272.8895,258.5025,253.3974,198.03437625,56.61993,310.9455,9195.63273,36,0,254.32557,196.77747,22.2767,21,-9.28194999999999,39
SGC.CBP30,65.90189,72.86335,64.97369,58.47632,52.44305,64.04549,73.32745,83.0735,98.85282,138.3011,180.0699,227.872,266.3921,293.3098,324.4043,356.4271,387.5216,409.7983,413.5111,413.9752,397.2677,378.2397,380.0961,358.7476,231.662131666667,52.44305,413.9752,10695.13283,38,8,361.53215,292.84571,23.90105,21,-10.67425,45
NSC.405020,77.50433,83.5376,76.57613,76.11204,77.50433,88.17857,116.0244,124.3782,142.9421,161.0419,200.4902,232.0489,267.3203,290.0611,311.8737,319.7634,321.1557,305.3763,300.7354,288.2047,263.1434,243.6513,222.3028,208.844,199.948783333333,76.11204,321.1557,9311.19327,32,6,245.04366,131.33967,19.72415,19,-12.53065,39
Empty.5.2,41.3047,39.91241,40.8406,40.37651,45.01748,59.40451,77.96842,98.38873,97.92463,122.0577,152.6882,204.203,245.5077,275.21,286.3483,292.8457,293.7739,293.7739,299.8072,297.4867,295.1662,288.2047,299.8072,304.4482,187.186107916667,39.91241,304.4482,8639.18028,46,2,264.53579,263.1435,25.7574,21,-3.48075,41
Procaine.HCl,51.05075,53.83534,51.97895,50.12256,59.86861,82.1453,107.2066,123.45,129.0192,142.9421,181.9263,228.3361,290.0611,325.3326,333.6863,339.2555,344.8246,331.8299,322.5479,329.0453,319.7634,321.1557,320.6916,310.4814,214.60654625,50.12256,344.8246,9939.58207,32,6,294.70204,259.43065,30.8625,23,-6.49734999999998,33
Quinacrine.2HCl,1905.121,2441.618,2695.016,2745.602,2748.387,2740.033,2650.462,2615.191,2559.499,2481.067,2339.517,2218.387,2085.655,1946.426,1766.356,1580.717,1394.614,1193.195,1078.563,979.7104,870.1833,803.8173,736.9872,690.5775,1886.11257083333,690.5775,2748.387,87937.7049,8,46,2057.8095,-1214.5435,268.2485,1,-100.7095,33
Dibucaine.HCl,93.74775,97.46053,98.38873,95.14005,89.57087,98.85282,123.45,131.8038,138.3011,150.3677,154.0805,179.1417,212.5568,249.2205,285.4201,301.6635,323.0121,321.1557,318.8352,302.5917,284.4919,270.1049,256.6461,245.0436,200.876985416667,89.57087,323.0121,9303.30394999999,32,8,233.44123,151.29585,18.33185,25,-9.04990000000001,39
Efaproxiral.Sodium,79.82481,84.4658,75.18384,73.79154,88.64268,117.8808,145.7267,168.0034,168.4675,181.4622,212.0927,229.7284,256.182,300.7354,305.3763,316.9788,312.3378,316.9788,320.6916,308.1609,289.1329,289.1329,275.21,259.4307,215.650769583333,73.79154,320.6916,10011.98143,36,6,246.90006,179.60589,22.2767,25,-9.51400000000001,39
Bisacodyl,104.422,103.9579,77.50433,70.07877,79.82481,93.74775,105.8143,116.9526,125.7705,156.401,171.2521,201.8825,219.0542,235.7617,252.9333,260.8229,239.0103,221.8387,202.8107,193.0647,183.7827,183.3186,188.8878,184.7109,165.5668775,70.07877,260.8229,7658.07722,30,6,190.74413,80.2889,15.31525,17,-13.226785,3
Calcium.Gluceptate.,74.71974,80.28892,74.25565,64.97369,75.18384,100.7092,122.0577,133.6602,124.3782,140.1575,165.6829,213.0209,259.8947,291.9175,314.1942,328.1171,336.4709,324.8684,317.4429,306.3045,297.4867,292.8457,288.2047,272.4254,208.3025475,64.97369,336.4709,9651.37714,32,6,271.49721,197.70566,23.669,21,-7.88964999999999,45
Methyclothiazide,60.79681,61.26091,52.90715,52.44305,66.36598,87.25038,104.422,117.4167,123.45,134.1243,155.4727,188.8878,226.9438,239.4744,248.2923,257.1102,273.8177,281.2433,277.0664,261.287,250.6128,238.0822,233.9053,229.7284,175.9317325,52.44305,281.2433,8154.19795,34,6,228.80025,168.93159,19.028,23,-7.8897,37
Nialamide,63.58139,65.43778,63.1173,60.33271,68.68647,80.28892,93.74775,96.99644,109.9912,132.732,165.2188,210.2363,256.6461,279.851,296.0944,303.984,296.0944,311.4096,301.1995,292.3816,277.0664,269.1767,263.1434,248.2923,191.904435833333,60.33271,311.4096,8899.53923,34,6,251.07689,184.71091,23.2049,23,-7.6576,39
Guanidine.HCl,77.50433,81.68121,76.11204,65.90189,71.00696,94.67594,112.7758,125.7705,130.8756,135.5166,165.6829,206.9876,236.6899,246.4359,274.7459,290.9893,305.3763,294.7021,306.3045,304.4482,290.0611,276.6023,269.1767,255.7179,195.655894583333,65.90189,306.3045,9058.26071,36,6,240.40261,178.21357,20.65235,21,-7.19354999999999,39
Tolmetin.Sodium,61.26091,58.94042,54.76354,52.90715,51.51485,65.43778,76.57613,86.78629,100.2451,111.8476,148.0472,184.7109,206.0594,232.0489,240.4026,253.3974,248.7564,232.513,233.4412,233.4412,233.9053,224.6233,223.6951,221.3746,159.862344583333,51.51485,253.3974,7390.75703,30,8,201.88255,160.11369,18.33185,21,-8.1217,33
Mefenamic.Acid,84.00169,88.64268,80.75301,77.50433,87.25038,119.2731,148.0472,151.2959,158.7214,167.5393,196.3134,235.7617,253.3974,247.3641,259.8947,271.9613,270.569,275.6741,275.21,265.4639,258.9666,242.259,242.7231,228.8002,195.307812083333,77.50433,275.6741,9061.97308999999,34,6,198.16977,144.79851,19.72415,21,-8.35380000000002,41
Dicyclomine.HCl,61.26091,67.75828,70.54286,67.29417,66.83008,101.1733,130.4115,142.9421,147.5831,153.6164,170.3239,188.4237,222.7669,255.7179,266.3921,273.8177,281.7073,281.7073,283.0996,276.6023,278.9228,273.3536,272.8895,267.7844,191.788404166667,61.26091,283.0996,8876.79808999999,36,0,221.83869,206.52349,17.17161,9,-3.24865,37
Oxymetholone,84.00169,87.25038,75.18384,64.50959,64.50959,81.21711,108.5989,121.5936,125.7705,124.3782,145.2626,165.6829,191.6724,213.9491,223.231,234.8335,247.8282,239.9386,239.0103,217.1978,219.9823,219.0542,211.6286,194.457,162.5309125,64.50959,247.8282,7523.02511,32,6,183.31861,110.45531,13.690895,11,-10.90625,37
Acetarsone,70.07877,73.32745,71.93516,65.43778,61.26091,78.89662,93.74775,104.422,113.2399,124.3782,150.3677,201.8825,235.2976,269.1767,290.9893,294.7021,307.6968,294.7021,293.7739,297.0226,285.4201,282.1714,271.4972,277.0664,192.020455833333,61.26091,307.6968,8869.83671,32,8,246.43589,206.98763,25.7574,21,-6.49735000000001,33
Dydrogesterone,63.58139,63.58139,60.33271,55.22763,58.01222,67.75828,77.04023,81.68121,88.64268,103.4938,130.8756,170.788,219.5182,251.541,271.4972,276.1382,270.1049,278.4586,258.0384,253.3974,242.259,223.6951,218.59,232.9771,167.384593333333,55.22763,278.4586,7737.90199,34,6,223.23097,169.39571,24.3651,23,-10.2101,35
Oxeladin.Citrate,56.61993,58.94042,55.22763,57.54812,66.83008,82.1453,100.2451,122.0577,125.7705,131.3397,147.119,176.3571,209.3081,239.9386,258.9666,265.4639,271.4972,273.8177,272.4254,256.182,256.6461,249.2205,232.513,227.4079,174.732815833333,55.22763,273.8177,8103.14733,34,4,218.59007,170.78797,16.4755,23,-8.35374999999999,43
Closantel,49.19436,53.37124,49.19436,42.69699,52.44305,74.25565,87.71448,91.89136,103.0297,115.5603,132.2679,181.4622,210.2363,239.4744,252.9333,258.9666,272.8895,271.4972,264.9998,252.4692,240.4026,230.6566,222.7669,210.7004,165.04476625,42.69699,272.8895,7662.25402,32,6,230.19251,161.50604,24.59715,21,-6.2653,37
SC.514,44.55339,48.73027,56.15583,54.29944,84.00169,120.6654,151.2959,155.0087,157.7932,181.9263,214.4132,242.259,265.4639,274.2818,287.2765,271.9613,262.2152,258.5025,248.2923,252.0051,258.9666,248.7564,240.8667,248.2923,192.832621666667,44.55339,287.2765,8963.12015,28,0,242.72311,203.73891,18.331855,9,-7.6576,29
Histamine.2HCl,79.36072,83.5376,73.79154,68.68647,76.57613,99.78102,109.063,108.1348,109.063,127.6269,163.3624,212.5568,254.7897,277.5305,286.3483,291.4534,309.0891,299.8072,302.1277,281.2433,279.851,266.8562,261.7511,251.541,194.747036666667,68.68647,309.0891,9016.95604,32,6,240.40263,172.18028,24.5972,21,-10.4422,37
Ataluren..PTC124.,68.68647,68.22237,57.08403,55.69173,65.90189,92.35545,105.3502,109.5271,109.5271,129.9474,150.3677,187.4955,224.6233,257.1102,271.4972,284.4919,284.956,274.7459,271.4972,245.9718,240.4026,235.7617,235.7617,223.231,177.091976666667,55.69173,284.956,8208.49741,32,6,229.26427,154.54453,18.5639,23,-12.7627,37
Levodropropizine,57.08403,57.54812,49.65846,43.16109,59.86861,88.17857,109.063,116.4885,124.3782,134.1243,153.6164,188.4237,218.1259,240.4026,271.4972,276.6023,270.569,282.1714,290.9893,289.597,288.6688,276.6023,263.6075,262.2152,183.860061666667,43.16109,290.9893,8505.98372999999,36,6,247.82821,205.13117,17.40365,21,-6.4974,43
Birinapant,63.1173,69.15057,72.39925,68.22237,71.47105,93.28365,106.7425,93.74775,90.03497,103.0297,122.5218,161.9701,188.4237,220.4464,252.9333,267.3203,262.6794,257.1102,256.182,233.4412,221.8387,213.0209,216.2696,201.4184,162.78229625,63.1173,267.3203,7549.01452,30,0,204.203,138.3011,19.72415,21,-11.3704,37
Lomeguatrib,61.725,70.07877,64.04549,58.47632,64.97369,82.1453,96.06824,103.4938,114.6321,135.5166,161.0419,188.4237,231.1207,252.0051,287.2765,285.8842,285.8842,280.7791,284.4919,282.1714,290.0611,273.3536,283.0996,287.7406,188.52037125,58.47632,290.0611,8699.51222,40,6,231.58478,226.0156,21.3485,23,-8.35375000000002,41
Empty.5.3,73.79154,74.71974,63.1173,53.83534,61.26091,84.00169,105.8143,109.9912,121.5936,135.5166,171.7162,206.0594,242.259,258.5025,267.3203,281.7073,285.8842,274.7459,290.0611,298.4149,283.5638,268.2485,275.21,264.9998,189.68063,53.83534,298.4149,8765.8789,38,6,244.57956,191.20826,18.0998,19,-7.65765000000002,41
Bacitracin,83.5376,78.89662,73.79154,71.93516,71.93516,96.06824,110.9194,113.2399,125.3064,133.6602,161.506,195.3852,235.7617,260.8229,264.9998,254.7897,259.4307,254.7897,242.7231,243.1872,234.8335,218.1259,219.5182,218.59,175.9897425,71.93516,264.9998,8145.38004,28,6,193.06464,135.0524,20.18825,23,-8.35379999999999,41
XL019,47.33797,52.44305,45.48158,42.2329,49.19436,67.75828,86.32218,99.31693,102.1015,113.704,127.1628,157.7932,187.0314,202.8107,213.485,205.5953,191.2083,186.5673,180.534,180.0699,172.6444,172.6444,162.8983,162.4342,133.69883125,42.2329,213.485,6207.77173,28,6,171.2521,115.09623,15.3152,21,-7.1935,31
Benzoic.Acid,73.79154,75.18384,69.61466,70.54286,77.50433,103.4938,122.5218,127.6269,121.5936,140.6216,162.4342,195.3852,227.4079,256.182,285.4201,303.5199,326.2607,322.0839,306.7686,294.7021,277.9946,272.8895,273.8177,263.6075,197.957034583333,69.61466,326.2607,9164.53862,32,4,256.64604,189.81596,16.4755,21,-8.35374999999999,39
VX.661,73.79154,77.04023,71.00696,60.33271,59.40451,72.39925,83.0735,90.49906,97.92463,129.0192,157.3291,193.0647,230.6566,263.1434,278.9228,297.0226,315.5865,332.7581,332.294,323.4761,334.6145,320.6916,313.266,296.0944,200.14216625,59.40451,334.6145,9236.93803999999,40,8,275.20999,222.30286,18.79595,23,-8.58580000000001,45
Coumarin,73.79154,79.82481,76.11204,71.47105,80.28892,104.422,122.5218,137.837,147.119,160.5778,174.0367,193.9929,219.0542,252.0051,267.7844,290.5252,286.3483,279.3869,271.0331,256.182,250.1487,245.5077,228.8002,218.59,186.97339,71.47105,290.5252,8682.34118,30,6,219.05415,144.79846,16.47545,25,-8.35375000000001,43
Cilengitide,72.86335,76.57613,69.15057,59.40451,63.1173,103.9579,129.9474,129.0192,135.0524,153.6164,186.1032,234.3694,276.6023,309.0891,322.5479,343.8965,336.4709,344.3605,349.9297,324.4043,298.879,287.2765,284.0278,268.2485,214.954615,59.40451,349.9297,9976.70967,36,6,290.52519,195.38515,24.1331,21,-12.7627,37
Mezlocillin.Sodium,62.1891,61.26091,51.97895,44.55339,55.22763,71.93516,85.39399,97.92463,103.4938,113.704,143.8703,177.2854,210.2363,240.8667,252.4692,255.7179,263.6075,264.0716,250.1487,238.0822,229.2643,214.8773,214.8773,205.1312,162.840310833333,44.55339,264.0716,7549.01462,34,6,219.51821,142.9421,16.70755,21,-7.1935,41
X....Blebbistatin,67.29417,63.58139,67.29417,59.40451,58.94042,73.79154,91.42726,106.2784,110.9194,123.9141,160.5778,206.9876,247.8282,279.3869,303.5199,322.0839,313.7301,319.2993,310.9455,313.7301,292.8457,287.7406,286.8124,276.1382,197.686315,58.94042,322.0839,9145.51075,30,8,263.14348,208.84403,23.2049,21,-10.4422,39
Sasapyrine,89.10677,90.03497,84.00169,78.89662,83.5376,106.2784,121.1295,132.2679,125.3064,138.7652,161.0419,204.6671,247.3641,267.7844,284.4919,299.8072,307.2327,297.9508,294.7021,282.6355,267.7844,260.8229,248.7564,240.4026,196.448710416667,78.89662,307.2327,9100.02873,32,6,228.33608,151.29583,21.8126,21,-7.42554999999999,39
AMG.517,65.43778,68.68647,66.36598,64.50959,67.29417,73.32745,77.96842,83.0735,92.35545,102.5656,135.9807,191.6724,237.6181,278.4586,304.9122,315.5865,310.0173,313.266,323.4761,335.0786,333.6863,325.7966,317.4429,296.5585,199.213967083333,64.50959,335.0786,9200.27413999999,38,6,270.56901,231.12072,27.84585,21,-10.4422,45
Bemegride,68.22237,70.54286,67.29417,62.1891,61.725,62.6532,71.47105,75.64793,68.22237,68.68647,84.4658,98.38873,113.2399,143.4062,178.2135,211.6286,234.3694,252.4692,261.7511,264.5357,269.1767,274.7459,285.8842,283.5638,151.353885416667,61.725,285.8842,6913.20033000001,44,8,224.1592,215.34143,17.40365,27,-3.71278,15
PR.619,77.50433,82.60941,84.00169,82.60941,74.71974,67.75828,63.58139,64.50959,66.36598,77.50433,110.4553,144.3344,188.8878,227.872,245.5077,256.6461,244.5795,237.6181,219.9823,213.485,211.1645,204.203,186.5673,165.2188,149.90358125,63.58139,256.6461,6952.64876999999,30,12,193.06471,87.71447,22.2767,23,-10.67425,45
Dibenzothiophene,77.96842,79.82481,76.57613,68.68647,81.68121,101.6374,104.8861,125.3064,135.9807,145.2626,170.788,206.5235,231.1207,252.4692,270.1049,284.4919,295.6303,299.8072,285.8842,271.4972,258.9666,249.6846,244.1154,232.0489,189.622618333333,68.68647,299.8072,8791.86836,34,6,231.12073,154.08048,17.86775,21,-7.1935,37
TCID,31.55865,27.38177,11.13835,9.281956,12.53064,25.52538,49.19436,51.51485,50.12256,60.33271,83.0735,106.7425,115.5603,145.2626,166.6111,173.5726,170.3239,179.1417,172.1803,162.8983,161.506,157.7932,144.3344,140.1575,100.322463583333,9.281956,179.1417,4643.76210199999,34,6,169.859744,108.59885,14.85115,25,-8.12171,3
Sucralose,69.61466,71.93516,68.22237,56.61993,63.1173,93.74775,120.2013,137.837,135.5166,137.837,165.2188,216.2696,251.0769,280.7791,289.1329,295.1662,304.9122,300.7354,291.9175,278.4586,272.8895,258.9666,253.8615,250.6128,194.360277916667,56.61993,304.9122,9009.06588,32,6,248.29227,180.99814,25.5254,21,-6.96144999999999,41
Mdivi.1,70.54286,72.39925,63.1173,65.43778,69.15057,83.0735,91.89136,101.6374,112.3117,121.5936,142.478,173.1085,210.2363,236.6899,244.5795,244.5795,244.1154,247.3641,254.7897,238.5462,244.5795,225.5515,219.0542,207.4517,166.011638333333,63.1173,254.7897,7690.56408,36,4,191.6724,136.90884,18.5639,23,-9.514,41
Mexiletine.HCl,61.725,65.90189,56.61993,50.58666,56.15583,74.25565,97.46053,115.0962,126.2346,153.1523,172.1803,210.2363,235.7617,244.1154,243.6513,247.8282,260.3589,248.7564,238.0822,234.8335,231.1207,223.231,214.4132,200.0261,169.24099125,50.58666,260.3589,7861.81648,32,6,209.77224,138.3011,19.028,21,-7.19354999999999,45
GZD824,84.00169,83.5376,70.07877,74.71974,120.2013,162.4342,175.429,178.6776,166.147,156.401,145.2626,133.6602,133.6602,129.4833,122.9859,122.9859,127.1628,132.2679,143.4062,149.9036,149.4395,163.3624,176.8212,183.7827,136.908845833333,70.07877,183.7827,6303.84020999999,46,4,113.70393,99.78101,22.74078,7,-6.729415,3
Phenazopyridine.HCl,41.3047,47.33797,47.33797,54.29944,68.22237,83.0735,96.53233,109.9912,123.45,138.7652,174.9649,232.9771,271.9613,290.0611,306.3045,324.8684,330.9017,322.5479,314.6583,309.0891,304.9122,303.5199,299.343,295.6303,203.835599166667,41.3047,330.9017,9447.17376000001,32,0,289.597,254.3256,29.0061,21,-4.17689999999999,33
RepSox,57.54812,64.50959,59.40451,58.94042,72.39925,102.5656,130.4115,137.837,149.4395,166.147,163.8265,172.6444,188.4237,229.2643,256.6461,292.3816,314.1942,325.3326,333.2222,328.5812,316.5147,311.4096,312.3378,301.6635,201.901870416667,57.54812,333.2222,9332.07816,36,0,275.67408,244.11538,20.4203,25,-6.03325000000001,39
Tranylcypromine..2.PCPA..HCl,53.37124,56.61993,55.22763,65.90189,102.1015,141.0857,149.9036,148.9754,152.6882,152.6882,184.2468,223.6951,242.259,269.1767,287.2765,295.1662,296.0944,300.2713,266.3921,246.9,236.6899,218.59,220.4464,209.3081,190.628157916667,53.37124,300.2713,8887.47224,34,0,246.90006,155.93686,19.72415,21,-16.9396,35
CNX.774,61.26091,68.68647,58.94042,51.97895,49.65846,48.26617,59.86861,70.07877,93.74775,115.0962,147.119,188.8878,240.4026,264.0716,306.3045,342.5042,352.7143,341.576,342.9683,326.2607,300.7354,268.7126,256.182,239.9386,191.49834625,48.26617,352.7143,8890.72111,32,10,304.44813,178.67769,25.7574,23,-16.0114,41
PluriSIn..1..NSC.14613.,40.8406,44.55339,43.16109,38.05602,42.2329,51.05075,54.29944,72.39925,87.71448,116.9526,160.5778,187.4955,221.8387,241.3308,254.7897,267.3203,265.928,260.3589,264.5357,273.8177,267.7844,264.0716,274.7459,269.6408,169.39568,38.05602,274.7459,7820.51124,44,6,236.68988,228.8002,21.8126,19,-3.01665,39
