,confluency_t0,confluency_t2,confluency_t4,confluency_t6,confluency_t8,confluency_t10,confluency_t12,confluency_t14,confluency_t16,confluency_t18,confluency_t20,confluency_t22,confluency_t24,confluency_t26,confluency_t28,confluency_t30,confluency_t32,confluency_t34,confluency_t36,confluency_t38,confluency_t40,confluency_t42,confluency_t44,confluency_t46,mean,min,max,AUC_trapezoidal_integration,time_to_max,time_to_min,delta_min_max,delta_start_finish,most_positive_slope,time_to_most_positive_slope,most_negative_slope,time_to_most_negative_slope
ZM.336372,97.71152,97.86638,97.63993,97.74106,97.44232,97.56955,97.23936,97.04477,97.48495,97.63275,97.66834,97.75413,97.85255,98.7263,98.40668,98.49081,98.33035,98.78494,98.95495,98.72884,98.66267,99.01863,98.83317,98.97698,98.1067470833333,97.04477,99.01863,4512.43536,42,14,1.97386,1.26546,0.436875000000001,25,-0.165095000000001,11
Pravastatin.sodium,99.32658,99.29846,99.50098,99.00674,98.65777,97.93905,98.10095,97.71849,97.76787,98.89063,98.67449,99.15131,99.06844,98.92717,99.37209,99.36138,99.33804,99.65116,99.71671,99.63416,99.60509,99.59908,99.76216,99.66636,99.0722983333333,97.71849,99.76216,4556.47738,44,14,2.04366999999999,0.33977999999999,0.56138,17,-0.359360000000002,9
AZ.3146,97.32723,97.77513,97.99036,98.10227,97.44666,97.62896,98.11456,98.06095,98.12009,98.70302,98.93767,99.00765,99.20321,99.589,99.64066,99.94189,99.84373,99.93797,99.92463,99.93285,99.92842,99.96794,99.97588,99.93382,98.9597729166667,97.32723,99.97588,4552.80805,44,0,2.64865,2.60659,0.291464999999995,17,-0.327805000000005,7
Solifenacin.succinate,99.13613,99.16728,99.38598,99.30281,99.33804,98.76519,98.09446,98.19449,98.1795,98.83364,98.7473,98.75731,98.61288,99.13931,99.3457,99.08688,99.53462,99.5874,99.6124,99.88049,99.81799,99.72867,99.71181,99.87939,99.15998625,98.09446,99.88049,4560.66382,38,12,1.78603,0.743260000000006,0.327069999999999,17,-0.335365000000003,11
CHIR.98014,99.34377,98.64417,97.43616,96.54807,95.42142,94.83898,92.80469,90.42128,88.95542,87.48598,86.53487,86.42297,84.85431,83.50091,82.55117,82.52306,82.64838,82.84655,84.23442,85.7266,86.68566,87.41809,87.80917,88.71284,88.9320391666667,82.52306,99.34377,4080.68127,0,30,16.82071,-10.63093,0.746090000000002,37,-1.191705,13
Epinephrine.HCl,99.63575,99.74862,99.83014,99.83649,99.82785,99.6162,99.56937,99.5905,99.45865,99.74448,99.61344,99.59203,99.62443,99.82088,99.56011,99.53317,99.90273,99.77998,99.48399,99.83083,99.73819,99.84055,99.9059,99.90045,99.7076970833333,99.45865,99.9059,4586.43326,44,16,0.447249999999997,0.264700000000005,0.184780000000003,31,-0.147994999999995,35
Empty.4.8,97.78224,98.70226,98.13723,98.42721,97.84184,97.90208,98.04459,97.62177,97.50068,98.35357,98.30818,99.08293,98.8704,99.01601,98.90025,98.7261,98.76698,99.17896,99.20831,99.25148,99.37367,99.18545,99.66531,99.55956,98.6419608333333,97.50068,99.66531,4537.47232,44,16,2.16463,1.77732,0.460009999999997,1,-0.292684999999999,7
Empty.4.9,99.25232,99.74026,99.656,99.65745,99.41837,99.31226,99.07713,99.21052,98.94631,99.21494,99.15678,98.8487,98.69875,98.60094,98.71144,98.50484,97.86106,97.47837,97.35928,96.36045,96.12158,95.32196,95.30918,94.37968,98.1749404166667,94.37968,99.74026,4518.76514,2,46,5.36058000000001,-4.87264,0.243970000000004,1,-0.499414999999999,37
Varlitinib,99.93133,99.94424,99.91766,99.74717,99.69765,99.72437,99.52841,99.14857,99.08708,98.85326,98.69514,98.7989,98.83163,98.4687,98.02725,97.7687,97.21265,96.78954,96.54723,95.68343,95.9538,94.30951,93.30964,92.86285,97.8682795833333,92.86285,99.94424,4504.88324,2,46,7.08139,-7.06848000000001,0.135185,39,-0.822144999999999,41
Dexmedetomidine,99.249,99.62111,99.50756,99.3142,99.18275,98.76636,98.49896,98.54498,98.2983,98.15063,97.68456,97.90609,98.40414,99.07735,99.15755,99.3562,99.59618,99.74593,99.77156,99.93671,99.77225,99.93181,99.89009,99.75346,99.1299054166667,97.68456,99.93671,4559.233,38,20,2.25215,0.504460000000009,0.336604999999999,25,-0.233035000000001,19
Dinaciclib..SCH727965.,98.56612,98.67414,98.92572,98.80463,98.9166,99.45249,99.36519,99.50106,99.62904,99.79856,99.84229,99.78088,99.93512,99.93878,100,99.9772,100,100,100,99.97858,100,99.97167,100,99.97368,99.6263229166667,98.56612,100,4583.5237,28,0,1.43388,1.40756,0.267944999999997,9,-0.0605449999999976,5
Moguisteine,99.35303,99.19158,99.09744,98.86452,98.76629,98.67601,98.76836,98.21893,98.3026,98.6153,99.12114,99.25583,99.27491,99.48945,99.66359,99.53574,99.78959,99.93298,99.93637,99.82095,99.9613,99.83305,99.9265,99.96953,99.3068745833333,98.21893,99.96953,4567.40742,46,14,1.75060000000001,0.616500000000002,0.252919999999996,19,-0.274715,13
PF.5274857,98.80436,98.69875,98.46649,97.8793,97.48735,96.91679,96.59012,96.57313,96.90594,97.62744,98.05475,98.152,98.89886,99.21577,99.1795,99.69474,99.53291,99.60336,99.75388,99.61607,99.63078,99.70849,99.78786,99.82496,98.6084833333333,96.57313,99.82496,4534.57788,46,14,3.25183,1.0206,0.373429999999999,23,-0.293594999999996,5
Trimethoprim,99.03706,99.03729,99.14759,99.28941,99.2588,98.59029,98.24671,98.40614,98.68382,98.36213,98.95446,99.15851,99.39198,99.46818,99.66159,99.66725,99.75394,99.91378,99.67562,99.97803,99.87006,99.93921,99.94688,99.95557,99.3080958333333,98.24671,99.97803,4567.79597,38,12,1.73132000000001,0.918509999999998,0.296165000000002,19,-0.334254999999999,9
A.803467,99.47495,99.55859,99.43889,99.26565,98.91943,98.62503,98.18744,97.69478,97.95631,98.13356,98.33519,99.02857,99.2968,99.40455,99.66075,99.7625,99.87213,100,99.89783,99.98024,99.9734,99.97706,99.93224,99.95889,99.2639491666667,97.69478,100,4565.23572,34,14,2.30522000000001,0.48393999999999,0.346690000000002,21,-0.24633,13
Darifenacin.HBr,99.19263,99.70933,99.46956,99.35855,98.89117,98.42029,98.68471,98.62801,98.67677,99.3102,99.34177,99.60958,99.51383,99.65074,99.78979,99.82737,99.87599,99.91399,99.9745,99.89355,99.97506,99.94391,99.87331,99.92525,99.4770775,98.42029,99.97506,4575.78184,40,10,1.55477,0.732620000000011,0.316714999999995,17,-0.235440000000004,9
WP1066,97.79372,98.04161,98.00569,98.16244,97.8927,97.83322,97.68359,97.69079,97.76042,98.33547,98.71725,99.12141,99.19366,99.69585,99.32574,99.55514,99.92685,99.75484,99.53802,99.7558,99.91303,99.85052,99.86702,99.88574,98.8875216666667,97.68359,99.92685,4548.92158,32,12,2.24326000000001,2.09202000000001,0.287525000000002,17,-0.185054999999998,27
Ethynodiol.diacetate,99.84961,99.93839,99.8968,99.7882,99.71996,99.47633,99.48158,99.38418,99.53201,99.74503,99.86861,99.82682,99.895,99.85168,99.90266,99.89362,99.9019,99.92484,99.96139,99.98009,99.89439,99.97886,99.96034,99.95094,99.81680125,99.38418,99.98009,4591.40591,38,14,0.595910000000003,0.101330000000004,0.10651,17,-0.121814999999998,9
GDC.0068,99.32381,99.4956,99.61019,99.60764,99.76389,99.88975,99.91193,99.85859,99.95689,100,99.95419,99.98135,99.96097,99.97775,99.94528,100,100,100,100,100,100,99.98127,100,99.97886,99.8832483333333,99.32381,100,4595.09325,18,0,0.676190000000005,0.655050000000003,0.0858950000000007,1,-0.0266699999999958,13
Atomoxetine.HCl,98.99728,99.17163,98.95495,98.6557,98.03216,97.76807,97.53847,97.52141,98.20637,98.49345,98.70655,98.83855,99.35469,98.97151,99.41451,99.44662,99.68715,99.48911,99.59093,99.75678,99.71658,99.72811,99.77695,99.7688,98.98276375,97.52141,99.77695,4552.40658,44,14,2.25554,0.771519999999995,0.342480000000002,15,-0.311769999999996,7
